Sample ID,Analysis Name,Analysis Keyword,Method,Analyst,Result,Unit
2792,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1955,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1955,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1955,Nitrate (NO3),nitrate,SM4500 NO-3D,tdenuyl,< 1,mg/L
1956,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1956,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1956,Nitrate (NO3),nitrate,SM4500 NO-3D,tdenuyl,< 1,mg/L
1957,Coliform (PA),coliform_pa,SM9223B,mabshire,PRESENT,
1957,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1957,Nitrate (NO3),nitrate,SM4500 NO-3D,tdenuyl,< 1,mg/L
1958,Coliform (MPN),coliform_mpn,SM9223B,mabshire,488.4,MPN/100mL
1958,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,< 1,MPN/100mL
1959,Coliform (MPN),coliform_mpn,SM9223B,mabshire,> 2419.6,MPN/100mL
1959,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,13.4,MPN/100mL
1960,Coliform (MPN),coliform_mpn,SM9223B,mabshire,2419.6,MPN/100mL
1960,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,26.2,MPN/100mL
1961,Coliform (MPN),coliform_mpn,SM9223B,mabshire,> 2419.6,MPN/100mL
1961,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,9.8,MPN/100mL
1962,Coliform (MPN),coliform_mpn,SM9223B,mabshire,> 2419.6,MPN/100mL
1962,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,< 1,MPN/100mL
1963,Coliform (MPN),coliform_mpn,SM9223B,mabshire,547.5,MPN/100mL
1963,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,2,MPN/100mL
1964,Coliform (MPN),coliform_mpn,SM9223B,mabshire,2419.6,MPN/100mL
1964,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,4.1,MPN/100mL
1965,Coliform (MPN),coliform_mpn,SM9223B,mabshire,> 2419.6,MPN/100mL
1965,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,101,MPN/100mL
1966,Coliform (MPN),coliform_mpn,SM9223B,mabshire,4.1,MPN/100mL
1966,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,< 1,MPN/100mL
1967,Coliform (MPN),coliform_mpn,SM9223B,mabshire,< 1,MPN/100mL
1967,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,< 1,MPN/100mL
1968,Coliform (MPN),coliform_mpn,SM9223B,mabshire,< 1,MPN/100mL
1968,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,< 1,MPN/100mL
1969,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1969,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1969,Nitrate (NO3),nitrate,SM4500 NO-3D,tdenuyl,1.6,mg/L
1970,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1970,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1971,Coliform (MPN),coliform_mpn,SM9223B,mabshire,> 2419.6,MPN/100mL
1971,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,1,MPN/100mL
1972,Coliform (MPN),coliform_mpn,SM9223B,mabshire,2419.6,MPN/100mL
1972,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,261.3,MPN/100mL
1973,Coliform (MPN),coliform_mpn,SM9223B,mabshire,> 2419.6,MPN/100mL
1973,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,161.6,MPN/100mL
1974,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1974,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
46,Coliform (PA),coliform_pa,,,ABSENT,
46,E.Coli (PA),ecoli_pa,,,,
1824,Nitrate (NO3),nitrate,SM4500 NO-3D,mabshire,< 1,mg/L
1824,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1824,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1825,Nitrate (NO3),nitrate,SM4500 NO-3D,mabshire,< 1,mg/L
1825,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1825,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1826,Coliform (MPN),coliform_mpn,SM9223B,mabshire,> 2419.6,MPN/100mL
1826,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,12,MPN/100mL
1827,Coliform (MPN),coliform_mpn,SM9223B,mabshire,325.5,MPN/100mL
1827,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,9.7,MPN/100mL
1828,Coliform (MPN),coliform_mpn,SM9223B,mabshire,> 2419.6,MPN/100mL
1828,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,1,MPN/100mL
1829,Coliform (MPN),coliform_mpn,SM9223B,mabshire,> 2419.6,MPN/100mL
1829,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,19.7,MPN/100mL
1830,Coliform (MPN),coliform_mpn,SM9223B,mabshire,> 2419.6,MPN/100mL
1830,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,7.5,MPN/100mL
1831,Coliform (MPN),coliform_mpn,SM9223B,mabshire,980.4,MPN/100mL
1831,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,28.8,MPN/100mL
1832,Coliform (MPN),coliform_mpn,SM9223B,mabshire,> 2419.6,MPN/100mL
1832,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,201.4,MPN/100mL
1833,Coliform (MPN),coliform_mpn,SM9223B,mabshire,2419.6,MPN/100mL
1833,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,25.3,MPN/100mL
1834,Coliform (MPN),coliform_mpn,SM9223B,mabshire,> 2419.6,MPN/100mL
1834,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,1,MPN/100mL
1835,Coliform (MPN),coliform_mpn,SM9223B,mabshire,> 2419.6,MPN/100mL
1835,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,35,MPN/100mL
1836,Coliform (MPN),coliform_mpn,SM9223B,mabshire,> 2419.6,MPN/100mL
1836,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,2,MPN/100mL
1837,Coliform (PA),coliform_pa,SM9223B,mabshire,PRESENT,
1837,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1838,Nitrate (NO3),nitrate,SM4500 NO-3D,mabshire,< 1,mg/L
1838,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1838,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1839,Coliform (PA),coliform_pa,SM9223B,mabshire,PRESENT,
1839,E.coli (PA),ecoli_pa,SM9223B,mabshire,PRESENT,
1840,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1840,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1841,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1841,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1842,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1842,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1843,Nitrate (NO3),nitrate,SM4500 NO-3D,tdenuyl,2.6,mg/L
1843,Coliform (PA),coliform_pa,SM9223B,mabshire,PRESENT,
1843,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1844,Coliform (MPN),coliform_mpn,SM9223B,mabshire,< 1,MPN/100mL
1844,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,< 1,MPN/100mL
1845,Coliform (MPN),coliform_mpn,SM9223B,mabshire,< 1,MPN/100mL
1845,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,< 1,MPN/100mL
1846,Nitrate (NO3),nitrate,SM4500 NO-3D,tdenuyl,< 1,mg/L
1846,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1846,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1847,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1847,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1848,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1848,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1849,Coliform (MPN),coliform_mpn,SM9223B,mabshire,387.3,MPN/100mL
1849,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,6.3,MPN/100mL
1850,Coliform (MPN),coliform_mpn,SM9223B,mabshire,> 2419.6,MPN/100mL
1850,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,79.8,MPN/100mL
1851,Coliform (MPN),coliform_mpn,SM9223B,mabshire,> 2419.6,MPN/100mL
1851,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,27.5,MPN/100mL
1852,Coliform (MPN),coliform_mpn,SM9223B,mabshire,> 2419.6,MPN/100mL
1852,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,14.5,MPN/100mL
1853,Coliform (MPN),coliform_mpn,SM9223B,mabshire,> 2419.6,MPN/100mL
1853,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,63.1,MPN/100mL
1854,Coliform (MPN),coliform_mpn,SM9223B,mabshire,920.8,MPN/100mL
1854,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,5.2,MPN/100mL
1855,Coliform (MPN),coliform_mpn,SM9223B,mabshire,> 2419.6,MPN/100mL
1855,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,20.3,MPN/100mL
1856,Coliform (MPN),coliform_mpn,SM9223B,mabshire,920.8,MPN/100mL
1856,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,3.1,MPN/100mL
1857,Coliform (MPN),coliform_mpn,SM9223B,mabshire,> 2419.6,MPN/100mL
1857,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,10.8,MPN/100mL
1858,Coliform (PA),coliform_pa,SM9223B,mabshire,PRESENT,
1858,E.coli (PA),ecoli_pa,SM9223B,mabshire,PRESENT,
1859,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1859,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1860,Coliform (PA),coliform_pa,SM9223B,mabshire,PRESENT,
1860,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1861,Nitrate (NO3),nitrate,SM4500 NO-3D,tdenuyl,< 1,mg/L
1861,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1861,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1862,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1862,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1863,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1863,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1864,Fecal Coliform,fecal_coliform,SM9223B,mabshire,ABSENT,
1865,Coliform (PA),coliform_pa,SM9223B,mabshire,PRESENT,
1865,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1866,Nitrate (NO3),nitrate,SM4500 NO-3D,tdenuyl,< 1,mg/L
1866,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1866,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
529,Nitrate (NO3),nitrate,SM4500 NO-3D,pvanderweele,123,mg/L
529,Coliform (PA),coliform_pa,,pvanderweele,ABSENT,
529,Copper (Cu),copper,EPA 200.5,pvanderweele,123,µg/L
529,Lead (Pb),lead,EPA 200.5,pvanderweele,123,µg/L
529,E.coli (PA),ecoli_pa,SM9223B,pvanderweele,ABSENT,
530,Nitrate (NO3),nitrate,SM4500 NO-3D,pvanderweele,123,mg/L
530,Coliform (PA),coliform_pa,,pvanderweele,PRESENT,
530,Copper (Cu),copper,EPA 200.5,pvanderweele,123,µg/L
530,Lead (Pb),lead,EPA 200.5,pvanderweele,123,µg/L
530,E.coli (PA),ecoli_pa,SM9223B,pvanderweele,PRESENT,
531,Nitrate (NO3),nitrate,SM4500 NO-3D,pvanderweele,123,mg/L
531,Coliform (PA),coliform_pa,,pvanderweele,PRESENT,
531,Copper (Cu),copper,EPA 200.5,pvanderweele,123,µg/L
531,Lead (Pb),lead,EPA 200.5,pvanderweele,123,µg/L
531,E.coli (PA),ecoli_pa,SM9223B,pvanderweele,ABSENT,
3109,Coliform (PA),coliform_pa,SM9223B,kcrago,ABSENT,
3109,E.coli (PA),ecoli_pa,SM9223B,kcrago,ABSENT,
3110,Coliform (PA),coliform_pa,SM9223B,kcrago,ABSENT,
3110,Nitrate (NO3),nitrate,SM4500 NO-3D,kcrago,< 1,mg/L
3110,E.coli (PA),ecoli_pa,SM9223B,kcrago,ABSENT,
3111,Coliform (MPN),coliform_mpn,SM9223B,kcrago,> 2419.6,MPN/100mL
3111,E.coli (MPN),ecoli_mpn,SM9223B,kcrago,131.7,MPN/100mL
3112,Coliform (MPN),coliform_mpn,SM9223B,kcrago,> 2419.6,MPN/100mL
3112,E.coli (MPN),ecoli_mpn,SM9223B,kcrago,21.6,MPN/100mL
3113,Coliform (PA),coliform_pa,SM9223B,kcrago,PRESENT,
3113,E.coli (PA),ecoli_pa,SM9223B,kcrago,ABSENT,
3114,Coliform (PA),coliform_pa,SM9223B,kcrago,ABSENT,
3114,Nitrate (NO3),nitrate,SM4500 NO-3D,igallagher,7.5,mg/L
3114,E.coli (PA),ecoli_pa,SM9223B,kcrago,ABSENT,
3115,Coliform (MPN),coliform_mpn,SM9223B,mabshire,< 1,MPN/100mL
3115,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,< 1,MPN/100mL
3116,Coliform (MPN),coliform_mpn,SM9223B,mabshire,5.1,MPN/100mL
3116,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,< 1,MPN/100mL
002983-R01,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,6.3,MPN/100mL
002983-R01,Coliform (MPN),coliform_mpn,SM9223B,mabshire,21.6,MPN/100mL
002984-R01,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,< 1,MPN/100mL
002984-R01,Coliform (MPN),coliform_mpn,SM9223B,mabshire,< 1,MPN/100mL
002985-R01,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,6.3,MPN/100mL
002985-R01,Coliform (MPN),coliform_mpn,SM9223B,mabshire,1119.9,MPN/100mL
002986-R01,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,3,MPN/100mL
002986-R01,Coliform (MPN),coliform_mpn,SM9223B,mabshire,1046.2,MPN/100mL
002987-R01,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,< 1,MPN/100mL
002987-R01,Coliform (MPN),coliform_mpn,SM9223B,mabshire,< 1,MPN/100mL
002988-R01,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,3,MPN/100mL
002988-R01,Coliform (MPN),coliform_mpn,SM9223B,mabshire,43.2,MPN/100mL
002989-R01,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
002989-R01,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
002990-R01,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,7.5,MPN/100mL
002990-R01,Coliform (MPN),coliform_mpn,SM9223B,mabshire,2419.6,MPN/100mL
002991-R01,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
002991-R01,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
002992-R01,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,< 1,MPN/100mL
002992-R01,Coliform (MPN),coliform_mpn,SM9223B,mabshire,< 1,MPN/100mL
002993-R01,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,< 1,MPN/100mL
002993-R01,Coliform (MPN),coliform_mpn,SM9223B,mabshire,1,MPN/100mL
002994-R01,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
002994-R01,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
002995-R01,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
002995-R01,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
002996-R01,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,< 1,MPN/100mL
002996-R01,Coliform (MPN),coliform_mpn,SM9223B,mabshire,< 1,MPN/100mL
002997-R01,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,< 1,MPN/100mL
002997-R01,Coliform (MPN),coliform_mpn,SM9223B,mabshire,< 1,MPN/100mL
002998-R01,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
002998-R01,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
002999-R01,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,35,MPN/100mL
002999-R01,Coliform (MPN),coliform_mpn,SM9223B,mabshire,248.1,MPN/100mL
003000-R01,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
003000-R01,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
003001-R01,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,< 1,MPN/100mL
003001-R01,Coliform (MPN),coliform_mpn,SM9223B,mabshire,< 1,MPN/100mL
003002-R01,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,46.4,MPN/100mL
003002-R01,Coliform (MPN),coliform_mpn,SM9223B,mabshire,> 2419.6,MPN/100mL
003003-R01,Nitrate (NO3),nitrate,SM4500 NO-3D,igallagher,< 1,mg/L
003004-R01,Nitrate (NO3),nitrate,SM4500 NO-3D,igallagher,< 1,mg/L
003005-R01,Nitrate (NO3),nitrate,SM4500 NO-3D,mabshire,< 1,mg/L
003006-R01,Nitrate (NO3),nitrate,SM4500 NO-3D,igallagher,2.1,mg/L
3117,Coliform (PA),coliform_pa,SM9223B,kcrago,PRESENT,
3117,Nitrate (NO3),nitrate,SM4500 NO-3D,kcrago,< 1,mg/L
3117,E.coli (PA),ecoli_pa,SM9223B,kcrago,ABSENT,
3118,Coliform (PA),coliform_pa,SM9223B,kcrago,ABSENT,
3118,E.coli (PA),ecoli_pa,SM9223B,kcrago,ABSENT,
3119,Coliform (PA),coliform_pa,SM9223B,kcrago,ABSENT,
3119,E.coli (PA),ecoli_pa,SM9223B,kcrago,ABSENT,
3120,Nitrate (NO3),nitrate,SM4500 NO-3D,kcrago,6.6,mg/L
3121,Nitrate (NO3),nitrate,SM4500 NO-3D,kcrago,3.6,mg/L
3122,Coliform (PA),coliform_pa,SM9223B,kcrago,ABSENT,
3122,E.coli (PA),ecoli_pa,SM9223B,kcrago,ABSENT,
3123,Coliform (PA),coliform_pa,SM9223B,kcrago,ABSENT,
3123,E.coli (PA),ecoli_pa,SM9223B,kcrago,ABSENT,
3124,Nitrate (NO3),nitrate,SM4500 NO-3D,kcrago,18,mg/L
3125,Coliform (PA),coliform_pa,SM9223B,kcrago,ABSENT,
3125,E.coli (PA),ecoli_pa,SM9223B,kcrago,ABSENT,
3126,Coliform (PA),coliform_pa,SM9223B,kcrago,ABSENT,
3126,E.coli (PA),ecoli_pa,SM9223B,kcrago,ABSENT,
3127,Coliform (PA),coliform_pa,SM9223B,,,
3127,Nitrate (NO3),nitrate,SM4500 NO-3D,kcrago,4.6,mg/L
3127,E.coli (PA),ecoli_pa,SM9223B,,,
3128,Coliform (MPN),coliform_mpn,SM9223B,,,MPN/100mL
3128,Nitrate (NO3),nitrate,SM4500 NO-3D,,,mg/L
3128,E.coli (MPN),ecoli_mpn,SM9223B,,,MPN/100mL
3129,Coliform (PA),coliform_pa,SM9223B,,,
3129,E.coli (PA),ecoli_pa,SM9223B,,,
3130,Coliform (PA),coliform_pa,SM9223B,kcrago,ABSENT,
3130,Nitrate (NO3),nitrate,SM4500 NO-3D,kcrago,1.2,mg/L
3130,E.coli (PA),ecoli_pa,SM9223B,kcrago,ABSENT,
3131,Coliform (PA),coliform_pa,SM9223B,igallagher,PRESENT,
3131,Nitrate (NO3),nitrate,SM4500 NO-3D,kcrago,2.3,mg/L
3131,E.coli (PA),ecoli_pa,SM9223B,igallagher,ABSENT,
3132,Coliform (PA),coliform_pa,SM9223B,kcrago,ABSENT,
3132,E.coli (PA),ecoli_pa,SM9223B,kcrago,ABSENT,
3133,Coliform (PA),coliform_pa,SM9223B,kcrago,ABSENT,
3133,E.coli (PA),ecoli_pa,SM9223B,kcrago,ABSENT,
3134,Coliform (PA),coliform_pa,SM9223B,,,
3134,Nitrate (NO3),nitrate,SM4500 NO-3D,,,mg/L
3134,E.coli (PA),ecoli_pa,SM9223B,,,
3135,Coliform (PA),coliform_pa,SM9223B,,,
3135,Nitrate (NO3),nitrate,SM4500 NO-3D,,,mg/L
3135,E.coli (PA),ecoli_pa,SM9223B,,,
3136,Coliform (PA),coliform_pa,SM9223B,,,
3136,Nitrate (NO3),nitrate,SM4500 NO-3D,,,mg/L
3136,E.coli (PA),ecoli_pa,SM9223B,,,
3137,Coliform (PA),coliform_pa,SM9223B,,,
3137,E.coli (PA),ecoli_pa,SM9223B,,,
3137,Fecal Coliform,fecal_coliform,SM9223B,,,
3138,Coliform (MPN),coliform_mpn,SM9223B,,,MPN/100mL
3138,E.coli (MPN),ecoli_mpn,SM9223B,,,MPN/100mL
3139,Coliform (MPN),coliform_mpn,SM9223B,,,MPN/100mL
3139,E.coli (MPN),ecoli_mpn,SM9223B,,,MPN/100mL
3140,Coliform (MPN),coliform_mpn,SM9223B,,,MPN/100mL
3140,E.coli (MPN),ecoli_mpn,SM9223B,,,MPN/100mL
003101-R01,Coliform (MPN),coliform_mpn,SM9223B,igallagher,< 1,MPN/100mL
003101-R01,E.coli (MPN),ecoli_mpn,SM9223B,igallagher,< 1,MPN/100mL
003100-R01,Coliform (MPN),coliform_mpn,SM9223B,igallagher,< 1,MPN/100mL
003100-R01,E.coli (MPN),ecoli_mpn,SM9223B,igallagher,< 1,MPN/100mL
003102-R01,Coliform (MPN),coliform_mpn,SM9223B,igallagher,< 1,MPN/100mL
003102-R01,E.coli (MPN),ecoli_mpn,SM9223B,igallagher,< 1,MPN/100mL
003081-R01,Coliform (MPN),coliform_mpn,SM9223B,igallagher,< 1,MPN/100mL
003081-R01,E.coli (MPN),ecoli_mpn,SM9223B,igallagher,< 1,MPN/100mL
2424,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
2424,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
2425,Nitrate (NO3),nitrate,SM4500 NO-3D,kcrago,< 1,mg/L
2426,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
2426,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
2427,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
2427,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
2428,Nitrate (NO3),nitrate,SM4500 NO-3D,kcrago,2.4,mg/L
603,E.coli (PA),ecoli_pa,SM9223B,kcrago,ABSENT,
603,Coliform (PA),coliform_pa,SM9223B,kcrago,ABSENT,
603,Nitrate (NO3),nitrate,SM4500 NO-3D,kcrago,1.4,mg/L
604,E.coli (PA),ecoli_pa,SM9223B,swall,ABSENT,
604,Coliform (PA),coliform_pa,SM9223B,swall,ABSENT,
604,Nitrate (NO3),nitrate,SM4500 NO-3D,kcrago,< 1,mg/L
605,E.coli (PA),ecoli_pa,SM9223B,swall,ABSENT,
605,Coliform (PA),coliform_pa,SM9223B,swall,ABSENT,
606,E.coli (MPN),ecoli_mpn,SM9223B,swall,< 1,MPN/100mL
606,Coliform (MPN),coliform_mpn,SM9223B,swall,< 1,MPN/100mL
607,E.coli (MPN),ecoli_mpn,SM9223B,kcrago,< 1,MPN/100mL
607,Coliform (MPN),coliform_mpn,SM9223B,kcrago,> 2420,MPN/100mL
608,E.coli (MPN),ecoli_mpn,SM9223B,swall,4.1,MPN/100mL
608,Coliform (MPN),coliform_mpn,SM9223B,swall,> 2420,MPN/100mL
609,E.coli (MPN),ecoli_mpn,SM9223B,swall,1,MPN/100mL
609,Coliform (MPN),coliform_mpn,SM9223B,swall,> 2420,MPN/100mL
610,E.coli (MPN),ecoli_mpn,SM9223B,swall,3,MPN/100mL
610,Coliform (MPN),coliform_mpn,SM9223B,swall,> 2420,MPN/100mL
607,E.coli (MPN),ecoli_mpn-1,SM9223B,swall,< 1,MPN/100mL
607,Coliform (MPN),coliform_mpn-1,SM9223B,swall,> 2420,MPN/100mL
611,E.coli (PA),ecoli_pa,SM9223B,kcrago,ABSENT,
611,Coliform (PA),coliform_pa,SM9223B,kcrago,ABSENT,
612,E.coli (PA),ecoli_pa,SM9223B,kcrago,ABSENT,
612,Coliform (PA),coliform_pa,SM9223B,kcrago,ABSENT,
613,E.coli (PA),ecoli_pa,SM9223B,kcrago,ABSENT,
613,Coliform (PA),coliform_pa,SM9223B,kcrago,ABSENT,
614,E.coli (PA),ecoli_pa,SM9223B,kcrago,ABSENT,
614,Coliform (PA),coliform_pa,SM9223B,kcrago,ABSENT,
615,E.coli (PA),ecoli_pa,SM9223B,jbutler,ABSENT,
615,Coliform (PA),coliform_pa,SM9223B,jbutler,ABSENT,
616,E.coli (PA),ecoli_pa,SM9223B,jbutler,ABSENT,
616,Coliform (PA),coliform_pa,SM9223B,jbutler,ABSENT,
617,Fecal Coliform,fecal_coliform,SM9223B,jbutler,ABSENT,
617,E.coli (PA),ecoli_pa,SM9223B,jbutler,ABSENT,
617,Coliform (PA),coliform_pa,SM9223B,jbutler,ABSENT,
618,E.coli (PA),ecoli_pa,SM9223B,jbutler,ABSENT,
618,Coliform (PA),coliform_pa,SM9223B,jbutler,ABSENT,
619,E.coli (PA),ecoli_pa,SM9223B,kcrago,ABSENT,
619,Coliform (PA),coliform_pa,SM9223B,kcrago,ABSENT,
620,E.coli (PA),ecoli_pa,SM9223B,kcrago,ABSENT,
620,Coliform (PA),coliform_pa,SM9223B,kcrago,ABSENT,
621,E.coli (MPN),ecoli_mpn,SM9223B,jbutler,1,MPN/100mL
621,Coliform (MPN),coliform_mpn,SM9223B,jbutler,325.5,MPN/100mL
622,E.coli (PA),ecoli_pa,SM9223B,kcrago,ABSENT,
622,Coliform (PA),coliform_pa,SM9223B,kcrago,ABSENT,
622,Nitrate (NO3),nitrate,SM4500 NO-3D,kcrago,< 1,mg/L
623,E.coli (PA),ecoli_pa,SM9223B,kcrago,ABSENT,
623,Coliform (PA),coliform_pa,SM9223B,kcrago,ABSENT,
624,E.coli (MPN),ecoli_mpn,SM9223B,kcrago,2,MPN/100mL
624,Coliform (MPN),coliform_mpn,SM9223B,kcrago,> 2420,MPN/100mL
625,E.coli (MPN),ecoli_mpn,SM9223B,kcrago,3.1,MPN/100mL
625,Coliform (MPN),coliform_mpn,SM9223B,kcrago,> 2420,MPN/100mL
626,E.coli (MPN),ecoli_mpn,SM9223B,kcrago,29.9,MPN/100mL
626,Coliform (MPN),coliform_mpn,SM9223B,kcrago,> 2420,MPN/100mL
627,E.coli (MPN),ecoli_mpn,SM9223B,kcrago,18.7,MPN/100mL
627,Coliform (MPN),coliform_mpn,SM9223B,kcrago,> 2420,MPN/100mL
628,E.coli (PA),ecoli_pa,SM9223B,kcrago,ABSENT,
628,Coliform (PA),coliform_pa,SM9223B,kcrago,ABSENT,
628,Nitrate (NO3),nitrate,SM4500 NO-3D,kcrago,2.4,mg/L
629,E.coli (PA),ecoli_pa,SM9223B,kcrago,ABSENT,
629,Coliform (PA),coliform_pa,SM9223B,kcrago,ABSENT,
630,E.coli (PA),ecoli_pa,SM9223B,kcrago,ABSENT,
630,Coliform (PA),coliform_pa,SM9223B,kcrago,ABSENT,
631,E.coli (PA),ecoli_pa,SM9223B,kcrago,ABSENT,
